Eid
2-s2.0-85029804883
2-s2.0-85029530791
2-s2.0-85029472472
2-s2.0-85029452820
2-s2.0-85029227305
2-s2.0-85029010519
2-s2.0-85028915029
2-s2.0-85028810828
2-s2.0-85028729325
2-s2.0-85028055860
2-s2.0-85027496527
2-s2.0-85027434894
2-s2.0-85027402434
2-s2.0-85026907424
2-s2.0-85026825336
2-s2.0-85026820399
2-s2.0-85026811654
2-s2.0-85026725834
2-s2.0-85026448846
2-s2.0-85026431206
2-s2.0-85026384092
2-s2.0-85024373885
2-s2.0-85023622254
2-s2.0-85022210143
2-s2.0-85021846668
2-s2.0-85021454695
2-s2.0-85021165709
2-s2.0-85020463194
2-s2.0-85020298255
2-s2.0-85019390260
2-s2.0-85018936868
2-s2.0-85018413022
2-s2.0-85016748432
2-s2.0-85016639169
2-s2.0-85016593009
2-s2.0-85014609711
2-s2.0-85014239337
2-s2.0-85011876423
2-s2.0-85010726105
2-s2.0-85010189136
2-s2.0-84991821203
2-s2.0-85033604089
2-s2.0-85033596884
2-s2.0-85033580175
2-s2.0-85033571405
2-s2.0-85033555192
2-s2.0-85032635825
2-s2.0-85042633558
2-s2.0-85034836860
2-s2.0-85033581064
2-s2.0-85043437005
2-s2.0-85033371852
2-s2.0-85026237542
2-s2.0-85020689011
2-s2.0-85040107583
2-s2.0-85032508366
2-s2.0-85034092775
2-s2.0-85034064407
2-s2.0-85034055459
2-s2.0-85034053764
2-s2.0-85033609464
2-s2.0-85020897462
2-s2.0-85039973646
2-s2.0-85039959259
2-s2.0-85039957331
2-s2.0-85039953365
2-s2.0-85039950827
2-s2.0-85029814049
2-s2.0-85039917746
2-s2.0-85039916558
2-s2.0-85039915996
2-s2.0-85039909564
2-s2.0-85034218225
2-s2.0-85032623783
2-s2.0-85030660970
2-s2.0-85020933115
2-s2.0-85019347292
2-s2.0-85053181309
2-s2.0-85031705552
2-s2.0-85031694118
2-s2.0-85017191502
2-s2.0-85015830542
2-s2.0-85014078485
2-s2.0-85031330991
2-s2.0-85031087734
2-s2.0-85032455946
2-s2.0-85042655033
2-s2.0-85033569480
2-s2.0-85031026045
2-s2.0-85030708852
2-s2.0-85020173589
2-s2.0-84969769363
2-s2.0-85071707398
2-s2.0-85062482405
2-s2.0-85059788538
2-s2.0-85057640747
2-s2.0-85049884751
2-s2.0-85047802198
2-s2.0-85044844462
2-s2.0-85042642406
2-s2.0-85042116274
2-s2.0-85041615672
2-s2.0-85041411745
2-s2.0-85041409622
2-s2.0-85041400091
2-s2.0-85041400044
2-s2.0-85041392170
2-s2.0-85041379655
2-s2.0-85041379262
2-s2.0-85041202412
2-s2.0-85040784927
2-s2.0-85039728898
2-s2.0-85036521341
2-s2.0-85035804538
2-s2.0-85034450095
2-s2.0-85034055251
2-s2.0-85033462889
2-s2.0-85033385771
2-s2.0-85032884584
2-s2.0-85032856887
2-s2.0-85032703898
2-s2.0-85032667090
2-s2.0-85032581552
2-s2.0-85032352818
2-s2.0-85032342303
2-s2.0-85032307884
2-s2.0-85032260463
2-s2.0-85032180857
2-s2.0-85031996822
2-s2.0-85031911705
2-s2.0-85031809054
2-s2.0-85031803874
2-s2.0-85031784906
2-s2.0-85031711640
2-s2.0-85031294654
2-s2.0-85031291457
2-s2.0-85031289564
2-s2.0-85031280364
2-s2.0-85031118869
2-s2.0-85031115237
2-s2.0-85031097472
2-s2.0-85030844180
2-s2.0-85030783743
2-s2.0-85030722090
2-s2.0-85030689809
2-s2.0-85030679017
2-s2.0-85030672945
2-s2.0-85030670918
2-s2.0-85030645838
2-s2.0-85030610268
2-s2.0-85029817701
2-s2.0-85029802487
2-s2.0-85029788720
2-s2.0-85029763732
2-s2.0-85029742136
2-s2.0-85029687466
2-s2.0-85029671561
2-s2.0-85029650357
2-s2.0-85029458404
2-s2.0-85029441927
2-s2.0-85029426150
2-s2.0-85028771275
2-s2.0-85028707203
2-s2.0-85028545878
2-s2.0-85028543901
2-s2.0-85028541903
2-s2.0-85028327331
2-s2.0-85028327212
2-s2.0-85028304669
2-s2.0-85028023806
2-s2.0-85028009599
2-s2.0-85027518106
2-s2.0-85027502485
2-s2.0-85026895976
2-s2.0-85026883420
2-s2.0-85026764982
2-s2.0-85026501569
2-s2.0-85026479136
2-s2.0-85026308072
2-s2.0-85025656408
2-s2.0-85025104960
2-s2.0-85024486112
2-s2.0-85024123856
2-s2.0-85024089017
2-s2.0-85023176285
2-s2.0-85023166582
2-s2.0-85021836909
2-s2.0-85021820101
2-s2.0-85021815353
2-s2.0-85021748422
2-s2.0-85021653819
2-s2.0-85020920795
2-s2.0-85020890383
2-s2.0-85020739007
2-s2.0-85020713836
2-s2.0-85020690533
2-s2.0-85020300667
2-s2.0-85020256751
2-s2.0-85020250409
2-s2.0-85020209148
2-s2.0-85020002719
2-s2.0-85018854948
2-s2.0-85018586734
2-s2.0-85018171197
2-s2.0-85016647878
2-s2.0-85015077340
2-s2.0-85014287201
2-s2.0-85013845539
2-s2.0-85013213260
2-s2.0-85011662562
2-s2.0-85010689164
2-s2.0-84988683853
2-s2.0-84945535730
2-s2.0-85032030819
2-s2.0-85032029777
2-s2.0-85032027891
2-s2.0-85032024483
2-s2.0-85032019702
2-s2.0-85032016721
2-s2.0-85032011629
2-s2.0-85032005522
2-s2.0-85032001883
2-s2.0-85030480415
2-s2.0-85022178592
2-s2.0-85021967294
2-s2.0-85030112873
2-s2.0-85027871412
2-s2.0-85072768814
2-s2.0-85029674170
2-s2.0-85029433997
2-s2.0-85031749812
2-s2.0-85030156494
2-s2.0-85026921817
2-s2.0-85026915368
2-s2.0-85026900585
2-s2.0-85026253910
2-s2.0-85023622672
2-s2.0-85022020414
2-s2.0-85020460389
2-s2.0-85020398202
2-s2.0-85020015122
2-s2.0-85019633914
2-s2.0-85019599303
2-s2.0-85019577700
2-s2.0-85018724519
2-s2.0-85032222781
2-s2.0-85032188432
2-s2.0-85032175991
2-s2.0-85029415811
2-s2.0-85032437594
2-s2.0-85032331636
2-s2.0-85030700462
2-s2.0-85029863039
2-s2.0-85026732767
2-s2.0-85025835301
2-s2.0-85020929582
2-s2.0-85038024195
2-s2.0-85029422056
2-s2.0-85029381575
2-s2.0-85028816302
2-s2.0-85038821705
2-s2.0-85031764742
2-s2.0-85031747983
2-s2.0-85031743233
2-s2.0-85031731311
2-s2.0-85031728869
2-s2.0-85031721247
2-s2.0-85031718408
2-s2.0-85031710353
2-s2.0-85026288601
2-s2.0-85019133374
2-s2.0-85035362859
2-s2.0-85028707873
2-s2.0-84948765858
2-s2.0-85038213703
2-s2.0-85023769071
2-s2.0-85022040630
2-s2.0-85018703824
2-s2.0-85110702830
2-s2.0-85066815325
2-s2.0-85042352286
2-s2.0-85038630488
2-s2.0-85038252750
2-s2.0-85037578042
2-s2.0-85034980716
2-s2.0-85034953215
2-s2.0-85034654488
2-s2.0-85034051295
2-s2.0-85034030916
2-s2.0-85033378192
2-s2.0-85033377047
2-s2.0-85033228470
2-s2.0-85031942834
2-s2.0-85031118040
2-s2.0-85030673178
2-s2.0-85030651779
2-s2.0-85030613732
2-s2.0-85030450169
2-s2.0-85030109478
2-s2.0-85030087025
2-s2.0-85029922736
2-s2.0-85029807776
2-s2.0-85029760921
2-s2.0-85029708486
2-s2.0-85029692133
2-s2.0-85029682396
2-s2.0-85029668056
2-s2.0-85029606666
2-s2.0-85029575483
2-s2.0-85029485245
2-s2.0-85029397173
2-s2.0-85029009744
2-s2.0-85028969269
2-s2.0-85028680296
2-s2.0-85028425677
2-s2.0-85028414414
2-s2.0-85028347120
2-s2.0-85028331344
2-s2.0-85027978063
2-s2.0-85027586677
2-s2.0-85027502404
2-s2.0-85027254683
2-s2.0-85026872001
2-s2.0-85026795255
2-s2.0-85026314237
2-s2.0-85026293121
2-s2.0-85025825788
2-s2.0-85025467423
2-s2.0-85025176685
2-s2.0-85025155884
2-s2.0-85025096571
2-s2.0-85024849318
2-s2.0-85023615594
2-s2.0-85022207227
2-s2.0-85022055488
2-s2.0-85022025724
2-s2.0-85021953507
2-s2.0-85021932641
2-s2.0-85021452303
2-s2.0-85021255614
2-s2.0-85020808443
2-s2.0-85020725619
2-s2.0-85020628349
2-s2.0-85020479458
2-s2.0-85020444215
2-s2.0-85020038125
2-s2.0-85019957526
2-s2.0-85019605476
2-s2.0-85019424490
2-s2.0-85019262818
2-s2.0-85019169061
2-s2.0-85019127745
2-s2.0-85018872664
2-s2.0-85018785830
2-s2.0-85018764260
2-s2.0-85018626584
2-s2.0-85018529316
2-s2.0-85017172302
2-s2.0-85016392676
2-s2.0-85016132113
2-s2.0-85014672501
2-s2.0-85013054868
2-s2.0-84995563302
2-s2.0-84994875653
2-s2.0-84994474511
2-s2.0-84989221967
2-s2.0-84978272023
2-s2.0-84973161403
2-s2.0-84954510840
2-s2.0-85029881650
2-s2.0-85029877229
2-s2.0-85029826760
2-s2.0-85028546622
2-s2.0-85019993847
2-s2.0-85019743395
2-s2.0-85045546974
2-s2.0-85038254847
2-s2.0-85030869631
2-s2.0-85030867075
2-s2.0-85030861953
2-s2.0-85030860753
2-s2.0-85030855411
2-s2.0-85030837372
2-s2.0-85030837368
2-s2.0-85030831258
2-s2.0-85028826157
2-s2.0-85033559593
2-s2.0-85029358039
2-s2.0-85027982282
2-s2.0-85030212501
2-s2.0-85018190495
2-s2.0-85028313731
2-s2.0-85027888210
2-s2.0-85046617939
2-s2.0-85029094884
2-s2.0-85028764710
2-s2.0-85012991885
2-s2.0-85027256648
2-s2.0-85028453091
2-s2.0-85027678772
2-s2.0-85033231570
2-s2.0-85033226225
2-s2.0-85027358250
2-s2.0-85027347374
2-s2.0-85020417688
2-s2.0-85027051349
2-s2.0-84983507429
2-s2.0-85026916059
2-s2.0-85028006638
2-s2.0-85027972194
2-s2.0-85018441483
2-s2.0-85026816508
2-s2.0-85026361595
2-s2.0-85023640954
2-s2.0-85007300841
2-s2.0-85026865580
2-s2.0-85026798255
2-s2.0-85057524521
2-s2.0-85055177039
2-s2.0-85048578078
2-s2.0-85048573113
2-s2.0-85048559967
2-s2.0-85048559340
2-s2.0-85048524123
2-s2.0-85048292309
2-s2.0-85047806052
2-s2.0-85047633401
2-s2.0-85044634841
2-s2.0-85038256136
2-s2.0-85036548096
2-s2.0-85035334252
2-s2.0-85030779657
2-s2.0-85030160979
2-s2.0-85029499114
2-s2.0-85029428544
2-s2.0-85029395456
2-s2.0-85028345368
2-s2.0-85028024928
2-s2.0-85027998068
2-s2.0-85027883861
2-s2.0-85027833617
2-s2.0-85027830638
2-s2.0-85027708650
2-s2.0-85027685036
2-s2.0-85027522812
2-s2.0-85026911486
2-s2.0-85026823266
2-s2.0-85026644668
2-s2.0-85026472141
2-s2.0-85026458809
2-s2.0-85026377756
2-s2.0-85026326718
2-s2.0-85026291310
2-s2.0-85026264896
2-s2.0-85025137496
2-s2.0-85025128729
2-s2.0-85025091529
2-s2.0-85021825435
2-s2.0-85021712721
2-s2.0-85021694848
2-s2.0-85021683300
2-s2.0-85021245434
2-s2.0-85021197129
2-s2.0-85021167536
2-s2.0-85021142245
2-s2.0-85020875298
2-s2.0-85020837953
2-s2.0-85020259393
2-s2.0-85019924499
2-s2.0-85019905263
2-s2.0-85019882967
2-s2.0-85019700614
2-s2.0-85019667109
2-s2.0-85019568067
2-s2.0-85019391328
2-s2.0-85019260706
2-s2.0-85019205308
2-s2.0-85019038210
2-s2.0-85018738082
2-s2.0-85018427800
2-s2.0-85018272155
2-s2.0-85017507304
2-s2.0-85017289608
2-s2.0-85016785863
2-s2.0-85016266044
2-s2.0-85016236127
2-s2.0-85016108967
2-s2.0-85015912542
2-s2.0-85015693532
2-s2.0-85014246473
2-s2.0-85014088299
2-s2.0-85014036033
2-s2.0-85011031971
2-s2.0-85010303484
2-s2.0-85006856684
2-s2.0-84976312681
2-s2.0-84975229544
2-s2.0-84969988656
2-s2.0-84960172441
2-s2.0-84955270045
2-s2.0-85028931785
2-s2.0-85027731124
2-s2.0-85027727777
2-s2.0-85027714760
2-s2.0-85027710245
2-s2.0-85027700843
2-s2.0-85027695143
2-s2.0-85027675715
2-s2.0-85027407411
2-s2.0-85040620965
2-s2.0-85025082631
2-s2.0-85028361260
2-s2.0-85028348459
2-s2.0-85028341807
2-s2.0-85028329140
2-s2.0-85028318954
2-s2.0-85028316685
2-s2.0-85028310264
2-s2.0-85028306828
2-s2.0-85021179674
2-s2.0-85009765394
2-s2.0-85029508165
2-s2.0-85028338061
2-s2.0-85028322155
2-s2.0-85028313604
2-s2.0-85053778218
2-s2.0-85028944001
2-s2.0-85026672458
2-s2.0-85025803903
2-s2.0-85019480651
2-s2.0-85019151207
2-s2.0-85027876244
2-s2.0-85027840318
2-s2.0-85025686173
2-s2.0-85025448738
2-s2.0-85019223156
2-s2.0-84991508508
2-s2.0-85037378839
2-s2.0-85027404878
2-s2.0-85026299485
2-s2.0-85017465851
2-s2.0-85019400555
2-s2.0-85018624812
2-s2.0-85010737434
2-s2.0-85027458023
2-s2.0-85026760969
2-s2.0-85026730637
2-s2.0-85044572579
2-s2.0-85022213503
2-s2.0-85042673869
2-s2.0-85027579247
2-s2.0-85027566775
2-s2.0-85027550889
2-s2.0-85019878941
2-s2.0-85019204051
2-s2.0-85018934020
2-s2.0-85018793858
2-s2.0-85018318868
2-s2.0-85017359274
2-s2.0-85024889277
2-s2.0-85020703743
2-s2.0-85018181669
2-s2.0-85031118832
2-s2.0-85029921551
2-s2.0-85019200065
2-s2.0-85016103239
2-s2.0-85013498770
2-s2.0-84967153444
2-s2.0-85050596126
2-s2.0-85050396467
2-s2.0-85050378999
2-s2.0-85050354190
2-s2.0-85050336797
2-s2.0-85049752235
2-s2.0-85049613672
2-s2.0-85049583769
2-s2.0-85047745274
2-s2.0-85047724032
2-s2.0-85047649903
2-s2.0-85047001871
2-s2.0-85046994997
2-s2.0-85045282402
2-s2.0-85045278169
2-s2.0-85118788235
2-s2.0-85087318955
2-s2.0-85071044943
2-s2.0-85051382752
2-s2.0-85049600525
2-s2.0-85049531219
2-s2.0-85049502410
2-s2.0-85049500249
2-s2.0-85047811757
2-s2.0-85047744193
2-s2.0-85047389282
2-s2.0-85047383819
2-s2.0-85047379254
2-s2.0-85047266864
2-s2.0-85047265964
2-s2.0-85047249139
2-s2.0-85047244448
2-s2.0-85046272787
2-s2.0-85046266177
2-s2.0-85041341419
2-s2.0-85041291835
2-s2.0-85039839552
2-s2.0-85034973772
2-s2.0-85030638977
2-s2.0-85030122617
2-s2.0-85029860144
2-s2.0-85028923880
2-s2.0-85028467481
2-s2.0-85027855818
2-s2.0-85027228739
2-s2.0-85027155837
2-s2.0-85027096099
2-s2.0-85026873346
2-s2.0-85026813548
2-s2.0-85026540368
2-s2.0-85026477348
2-s2.0-85026472533
2-s2.0-85026466906
2-s2.0-85026420414
2-s2.0-85025124421
2-s2.0-85025113629
2-s2.0-85024881655
2-s2.0-85024833634
2-s2.0-85024495162
2-s2.0-85024494583
2-s2.0-85024487898
2-s2.0-85024485078
2-s2.0-85024481152
2-s2.0-85024387884
2-s2.0-85024118759
2-s2.0-85023775497
2-s2.0-85023773642
2-s2.0-85023747288
2-s2.0-85023613471
2-s2.0-85022331937
2-s2.0-85022176343
2-s2.0-85022058423
2-s2.0-85022039832
2-s2.0-85022008132
2-s2.0-85021930052
2-s2.0-85021908629
2-s2.0-85021882626
2-s2.0-85021846732
2-s2.0-85021832070
2-s2.0-85021817350
2-s2.0-85021802005
2-s2.0-85021760726
2-s2.0-85021419886
2-s2.0-85021374186
2-s2.0-85021195338
2-s2.0-85020871557
2-s2.0-85020713627
2-s2.0-85020677970
2-s2.0-85020642085
2-s2.0-85020441618
2-s2.0-85020389443
2-s2.0-85020298286
2-s2.0-85020165972
2-s2.0-85020079230
2-s2.0-85019918519
2-s2.0-85019688248
2-s2.0-85019662687
2-s2.0-85019366307
2-s2.0-85019219681
2-s2.0-85019121309
2-s2.0-85018945638
2-s2.0-85018853678
2-s2.0-85018591368
2-s2.0-85018305585
2-s2.0-85017569167
2-s2.0-85017453495
2-s2.0-85017442506
2-s2.0-85017398817
2-s2.0-85017371447
2-s2.0-85017130154
2-s2.0-85016561351
2-s2.0-85016508942
2-s2.0-85016183732
2-s2.0-85016004765
2-s2.0-85015978471
2-s2.0-85015840748
2-s2.0-85015633120
2-s2.0-85015422761
2-s2.0-85015369550
2-s2.0-85015079231
2-s2.0-85014572588
2-s2.0-85014542465
2-s2.0-85014315476
2-s2.0-85013127716
2-s2.0-85013093636
2-s2.0-85013031091
2-s2.0-85012909571
2-s2.0-85010739260
2-s2.0-85010723343
2-s2.0-85006943911
2-s2.0-84998704902
2-s2.0-84992744410
2-s2.0-84976516534
2-s2.0-84924787455
2-s2.0-85027000873
2-s2.0-85021666533
2-s2.0-85049378787
2-s2.0-85044522046
2-s2.0-85031420313
2-s2.0-85011968954
2-s2.0-85025620409
2-s2.0-85030684851
2-s2.0-85092101704
2-s2.0-85022178153
2-s2.0-84989831761
2-s2.0-85022088118
2-s2.0-85022058289
2-s2.0-85022048334
2-s2.0-85022037740
2-s2.0-85022027018
2-s2.0-85021935376
2-s2.0-85021281194
2-s2.0-85017558852
2-s2.0-85015146182
2-s2.0-85009945358
2-s2.0-85006981077
2-s2.0-85020852405
2-s2.0-85020667289
2-s2.0-84976328529
2-s2.0-85026650386
2-s2.0-85017798668
2-s2.0-85022217517
2-s2.0-85022207621
2-s2.0-85022190871
2-s2.0-85022182688
2-s2.0-85022180242
2-s2.0-85020446982
2-s2.0-85020279374
2-s2.0-85079280628
2-s2.0-85054400580
2-s2.0-85021452420
2-s2.0-85021448704
2-s2.0-85021446794
2-s2.0-85021418688
2-s2.0-85021418321
2-s2.0-85053732533
2-s2.0-85067933909
2-s2.0-85066010054
2-s2.0-85043991537
2-s2.0-85043785215
2-s2.0-85043776981
2-s2.0-85043767219
2-s2.0-85040001154
2-s2.0-85036589103
2-s2.0-85029445324
2-s2.0-85029152634
2-s2.0-85029042071
2-s2.0-85028259570
2-s2.0-85027415344
2-s2.0-85026730639
2-s2.0-85026465885
2-s2.0-85026308473
2-s2.0-85026266453
2-s2.0-85026233202
2-s2.0-85022048891
2-s2.0-85021976876
2-s2.0-85021949876
2-s2.0-85021870304
2-s2.0-85021831398
2-s2.0-85021788163
2-s2.0-85021636485
2-s2.0-85021405061
2-s2.0-85021376037
2-s2.0-85021123214
2-s2.0-85020863185
2-s2.0-85020705080
2-s2.0-85020640329
2-s2.0-85020456674
2-s2.0-85020454782
2-s2.0-85020284765
2-s2.0-85020271702
2-s2.0-85020258965
2-s2.0-85020252818
2-s2.0-85020246655
2-s2.0-85019952549
2-s2.0-85019925865
2-s2.0-85019810458
2-s2.0-85019765396
2-s2.0-85019611990
2-s2.0-85019571966
2-s2.0-85019212507
2-s2.0-85019026920
2-s2.0-85018730573
2-s2.0-85017645249
2-s2.0-85017585878
2-s2.0-85017449346
2-s2.0-85017410508
2-s2.0-85017293760
2-s2.0-85017175515
2-s2.0-85017138354
2-s2.0-85017132684
2-s2.0-85016488321
2-s2.0-85015791870
2-s2.0-85015312296
2-s2.0-85015303062
2-s2.0-85015182940
2-s2.0-85014488684
2-s2.0-85014003896
2-s2.0-85013800411
2-s2.0-85013626257
2-s2.0-85011697941
2-s2.0-85008144312
2-s2.0-85007583353
2-s2.0-85007453688
2-s2.0-85007420336
2-s2.0-85007402599
2-s2.0-85006489520
2-s2.0-85006483351
2-s2.0-85006355741
2-s2.0-85002645155
2-s2.0-85002125795
2-s2.0-84998854141
2-s2.0-84995527068
2-s2.0-84995451816
2-s2.0-84992739291
2-s2.0-84988911824
2-s2.0-84979300188
2-s2.0-84966681631
2-s2.0-84963811404
2-s2.0-84937053705
2-s2.0-85019716424
2-s2.0-84980329240
2-s2.0-85021831929
2-s2.0-85021790044
2-s2.0-85019738408
2-s2.0-85026248204
2-s2.0-85020692254
2-s2.0-85020478578
2-s2.0-85014736453
2-s2.0-85033584218
2-s2.0-85044926290
2-s2.0-85020026842
2-s2.0-85020496850
